State,Action,Reward
C_C_C_M,Move-Forward,6
C_C_C_M,Move-Forward,6
C_C_C_M,Move-Forward,6
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_C_VC,Move-Forward,1
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_C,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_F,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_M,Move-Forward,6
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_F_VC,Move-Forward,1
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
C_C_M_C,Move-Forward,6
